Timestamp,ID(Hex),ID(Dec),Data,Message Name,Decoded Signals
2025-06-07 18:53:56.054,B0,176,00 00 09 00 00 00 03 00,M176_Fast_Info,
2025-06-07 18:53:56.057,C0,192,00 00 00 00 01 00 00 00,M192_Command_Message,
2025-06-07 18:53:56.058,4,4,FD 0F 50 0A 00 00 00 00,APPS_Info,
2025-06-07 18:53:56.060,5,5,9F 01 00 00 00 06 00 00,Sensors_Info,
2025-06-07 18:53:56.063,6,6,00 00 84 00 53 01 00 00,Internal_States,
2025-06-07 18:53:56.065,2,2,00 00 00 00 00 00 00 00,ECU_FAULTS,
2025-06-07 18:53:56.071,3,3,00 00 00 00 00 00 00 00,MC_FAULTS,
2025-06-07 18:53:56.072,B0,176,00 00 00 00 00 00 01 00,M176_Fast_Info,
2025-06-07 18:53:56.074,AB,171,00 00 00 00 00 00 00 00,M171_Fault_Codes,
2025-06-07 18:53:56.076,A6,166,00 00 01 00 00 00 00 00,M166_Current_Info,
2025-06-07 18:53:56.078,C0,192,00 00 00 00 01 00 00 00,M192_Command_Message,
2025-06-07 18:53:56.079,B0,176,00 00 00 00 00 00 00 00,M176_Fast_Info,
2025-06-07 18:53:56.081,4,4,FC 0F 50 0A 00 00 00 00,APPS_Info,
2025-06-07 18:53:56.083,5,5,A0 01 00 00 00 06 00 00,Sensors_Info,
2025-06-07 18:53:56.086,6,6,00 00 84 00 53 01 00 00,Internal_States,
2025-06-07 18:53:56.090,2,2,00 00 00 00 00 00 00 00,ECU_FAULTS,
2025-06-07 18:53:56.097,3,3,00 00 00 00 00 00 00 00,MC_FAULTS,
2025-06-07 18:53:56.099,B0,176,00 00 FA FF 00 00 01 00,M176_Fast_Info,
2025-06-07 18:53:56.101,C0,192,00 00 00 00 01 00 00 00,M192_Command_Message,
2025-06-07 18:53:56.103,4,4,FD 0F 50 0A 00 00 00 00,APPS_Info,
2025-06-07 18:53:56.106,5,5,9E 01 00 00 00 06 00 00,Sensors_Info,
2025-06-07 18:53:56.109,6,6,00 00 84 00 53 01 00 00,Internal_States,
2025-06-07 18:53:56.112,2,2,00 00 00 00 00 00 00 00,ECU_FAULTS,
2025-06-07 18:53:56.118,3,3,00 00 00 00 00 00 00 00,MC_FAULTS,
2025-06-07 18:53:56.120,B0,176,00 00 FE FF 00 00 0A 00,M176_Fast_Info,
2025-06-07 18:53:56.121,B0,176,00 00 01 00 00 00 01 00,M176_Fast_Info,
2025-06-07 18:53:56.123,AB,171,00 00 00 00 00 00 00 00,M171_Fault_Codes,
2025-06-07 18:53:56.125,A6,166,FD FF FF FF 00 00 00 00,M166_Current_Info,
2025-06-07 18:53:56.127,C0,192,00 00 00 00 01 00 00 00,M192_Command_Message,
2025-06-07 18:53:56.129,4,4,FC 0F 50 0A 00 00 00 00,APPS_Info,
2025-06-07 18:53:56.132,5,5,9E 01 00 00 00 06 00 00,Sensors_Info,
2025-06-07 18:53:56.134,6,6,00 00 84 00 53 01 00 00,Internal_States,
2025-06-07 18:53:56.137,2,2,00 00 00 00 00 00 00 00,ECU_FAULTS,
