Timestamp,ID(Hex),ID(Dec),Data,Message Name,Decoded Signals
2025-06-07 18:30:28.393,3,3,00 00 00 00 00 00 00 00,MC_FAULTS,Error decoding message: 3
2025-06-07 18:30:28.394,B0,176,00 00 FA FF 00 00 03 00,M176_Fast_Info,Error decoding message: 176
2025-06-07 18:30:28.395,C0,192,00 00 00 00 01 00 00 00,M192_Command_Message,Error decoding message: 192
2025-06-07 18:30:28.396,4,4,FD 0F 58 0A 00 00 00 00,APPS_Info,Error decoding message: 4
2025-06-07 18:30:28.397,5,5,A1 01 00 00 00 06 00 00,Sensors_Info,Error decoding message: 5
2025-06-07 18:30:28.398,6,6,00 00 83 00 53 01 00 00,Internal_States,Error decoding message: 6
2025-06-07 18:30:28.399,B0,176,00 00 03 00 00 00 00 00,M176_Fast_Info,Error decoding message: 176
2025-06-07 18:30:28.400,A6,166,F6 FF FF FF 00 00 00 00,M166_Current_Info,Error decoding message: 166
2025-06-07 18:30:28.401,C0,192,00 00 00 00 01 00 00 00,M192_Command_Message,Error decoding message: 192
2025-06-07 18:30:28.402,4,4,FD 0F 58 0A 00 00 00 00,APPS_Info,Error decoding message: 4
2025-06-07 18:30:28.403,3,3,00 00 00 00 00 00 00 00,MC_FAULTS,Error decoding message: 3
2025-06-07 18:30:28.404,B0,176,00 00 FB FF 00 00 01 00,M176_Fast_Info,Error decoding message: 176
2025-06-07 18:30:28.405,C0,192,00 00 00 00 01 00 00 00,M192_Command_Message,Error decoding message: 192
2025-06-07 18:30:28.406,4,4,FD 0F 58 0A 00 00 00 00,APPS_Info,Error decoding message: 4
2025-06-07 18:30:28.406,5,5,A1 01 00 00 00 06 00 00,Sensors_Info,Error decoding message: 5
2025-06-07 18:30:28.407,B0,176,00 00 06 00 00 00 05 00,M176_Fast_Info,Error decoding message: 176
